,AAPL,MSFT,XOM
2003-01-02 00:00:00,7.4,21.11,29.22
2003-01-03 00:00:00,7.45,21.14,29.24
2003-01-06 00:00:00,7.45,21.52,29.96
2003-01-07 00:00:00,7.43,21.93,28.95
2003-01-08 00:00:00,7.28,21.31,28.83
2003-01-09 00:00:00,7.34,21.93,29.44
2003-01-10 00:00:00,7.36,21.97,29.03
2003-01-13 00:00:00,7.32,22.16,28.91
2003-01-14 00:00:00,7.3,22.39,29.17
2003-01-15 00:00:00,7.22,22.11,28.77
2003-01-16 00:00:00,7.31,21.75,28.9
2003-01-17 00:00:00,7.05,20.22,28.6
2003-01-21 00:00:00,7.01,20.17,27.94
2003-01-22 00:00:00,6.94,20.04,27.58
2003-01-23 00:00:00,7.09,20.54,27.52
2003-01-24 00:00:00,6.9,19.59,26.93
2003-01-27 00:00:00,7.07,19.32,26.21
2003-01-28 00:00:00,7.29,19.18,26.9
2003-01-29 00:00:00,7.47,19.61,27.88
2003-01-30 00:00:00,7.16,18.95,27.37
2003-01-31 00:00:00,7.18,18.65,28.13
2003-02-03 00:00:00,7.33,19.08,28.52
2003-02-04 00:00:00,7.3,18.59,28.52
2003-02-05 00:00:00,7.22,18.45,28.11
2003-02-06 00:00:00,7.22,18.63,27.87
2003-02-07 00:00:00,7.07,18.3,27.66
2003-02-10 00:00:00,7.18,18.62,27.87
2003-02-11 00:00:00,7.18,18.25,27.67
2003-02-12 00:00:00,7.2,18.25,27.12
2003-02-13 00:00:00,7.27,18.46,27.47
2003-02-14 00:00:00,7.34,18.98,27.73
2003-02-18 00:00:00,7.64,19.61,27.99
2003-02-19 00:00:00,7.43,19.34,28.01
2003-02-20 00:00:00,7.39,19.03,27.89
2003-02-21 00:00:00,7.5,19.42,28.34
2003-02-24 00:00:00,7.37,18.98,28.19
2003-02-25 00:00:00,7.51,19.07,28.31
2003-02-26 00:00:00,7.25,18.61,28.06
2003-02-27 00:00:00,7.43,18.59,28.18
2003-02-28 00:00:00,7.51,18.68,28.21
2003-03-03 00:00:00,7.32,18.56,28.58
2003-03-04 00:00:00,7.28,18.19,28.39
2003-03-05 00:00:00,7.31,18.48,28.96
2003-03-06 00:00:00,7.28,18.35,28.66
2003-03-07 00:00:00,7.26,18.57,28.85
2003-03-10 00:00:00,7.18,18.09,28.48
2003-03-11 00:00:00,7.11,17.98,28.67
2003-03-12 00:00:00,7.11,18.44,28.24
2003-03-13 00:00:00,7.36,19.45,28.6
2003-03-14 00:00:00,7.39,19.6,28.52
2003-03-17 00:00:00,7.51,20.44,29.07
2003-03-18 00:00:00,7.5,20.53,29.23
2003-03-19 00:00:00,7.47,20.75,29.51
2003-03-20 00:00:00,7.45,20.69,29.51
2003-03-21 00:00:00,7.5,20.95,29.85
2003-03-24 00:00:00,7.18,19.94,29.28
2003-03-25 00:00:00,7.28,20.1,29.58
2003-03-26 00:00:00,7.2,19.91,29.74
2003-03-27 00:00:00,7.24,19.74,29.79
2003-03-28 00:00:00,7.28,19.45,29.88
2003-03-31 00:00:00,7.07,19.09,28.98
2003-04-01 00:00:00,7.08,19.2,29.56
2003-04-02 00:00:00,7.3,20.28,29.6
2003-04-03 00:00:00,7.23,20.29,29.07
2003-04-04 00:00:00,7.2,19.78,29.45
2003-04-07 00:00:00,7.24,19.84,29.07
2003-04-08 00:00:00,7.22,20.17,28.68
2003-04-09 00:00:00,7.09,19.37,28.58
2003-04-10 00:00:00,7.18,19.39,28.76
2003-04-11 00:00:00,6.6,19.08,28.47
2003-04-14 00:00:00,6.79,19.52,28.92
2003-04-15 00:00:00,6.7,19.39,29.07
2003-04-16 00:00:00,6.62,19.65,28.77
2003-04-17 00:00:00,6.56,20.1,29.05
2003-04-21 00:00:00,6.57,19.88,28.92
2003-04-22 00:00:00,6.76,20.31,29.37
2003-04-23 00:00:00,6.79,20.28,29.31
2003-04-24 00:00:00,6.72,20.1,29.13
2003-04-25 00:00:00,6.68,19.88,28.85
2003-04-28 00:00:00,6.93,20.29,29.36
2003-04-29 00:00:00,7.03,20.34,28.88
2003-04-30 00:00:00,7.11,20.16,29.19
2003-05-01 00:00:00,7.18,20.28,29.42
2003-05-02 00:00:00,7.22,20.58,29.89
2003-05-05 00:00:00,8.05,20.39,29.4
2003-05-06 00:00:00,8.75,20.79,29.19
2003-05-07 00:00:00,8.82,20.49,29.36
2003-05-08 00:00:00,9.0,20.29,29.31
2003-05-09 00:00:00,9.15,20.78,29.62
2003-05-12 00:00:00,9.28,20.66,29.69
2003-05-13 00:00:00,9.34,20.49,29.67
2003-05-14 00:00:00,9.27,20.2,29.41
2003-05-15 00:00:00,9.36,20.33,29.47
2003-05-16 00:00:00,9.4,20.16,29.61
2003-05-19 00:00:00,9.05,19.52,29.26
2003-05-20 00:00:00,8.9,19.42,29.5
2003-05-21 00:00:00,8.93,18.94,29.89
2003-05-22 00:00:00,9.12,19.05,30.02
2003-05-23 00:00:00,9.16,19.09,30.05
2003-05-27 00:00:00,9.44,19.54,30.66
2003-05-28 00:00:00,9.14,19.24,30.44
2003-05-29 00:00:00,9.05,19.24,30.04
2003-05-30 00:00:00,8.98,19.4,30.4
2003-06-02 00:00:00,8.73,19.43,30.55
2003-06-03 00:00:00,8.65,19.61,30.88
2003-06-04 00:00:00,8.8,19.61,31.23
2003-06-05 00:00:00,8.82,18.99,31.03
2003-06-06 00:00:00,8.57,18.66,31.18
2003-06-09 00:00:00,8.4,18.72,31.28
2003-06-10 00:00:00,8.59,19.46,31.35
2003-06-11 00:00:00,8.73,19.61,31.9
2003-06-12 00:00:00,8.89,19.7,31.9
2003-06-13 00:00:00,8.71,19.43,31.68
2003-06-16 00:00:00,9.14,20.02,31.99
2003-06-17 00:00:00,9.1,20.47,31.46
2003-06-18 00:00:00,9.56,20.55,31.18
2003-06-19 00:00:00,9.57,20.55,30.8
2003-06-20 00:00:00,9.6,20.76,30.81
2003-06-23 00:00:00,9.53,20.32,30.85
2003-06-24 00:00:00,9.39,20.26,30.82
2003-06-25 00:00:00,9.55,19.91,30.62
2003-06-26 00:00:00,9.65,20.3,30.65
2003-06-27 00:00:00,9.36,20.21,30.37
2003-06-30 00:00:00,9.53,20.21,29.99
2003-07-01 00:00:00,9.55,20.62,30.22
2003-07-02 00:00:00,9.64,21.19,30.3
2003-07-03 00:00:00,9.56,20.89,30.12
2003-07-07 00:00:00,9.94,21.62,30.11
2003-07-08 00:00:00,10.2,21.84,29.77
2003-07-09 00:00:00,9.94,21.66,29.95
2003-07-10 00:00:00,9.79,21.22,29.65
2003-07-11 00:00:00,9.93,21.53,29.73
2003-07-14 00:00:00,9.95,21.6,29.48
2003-07-15 00:00:00,9.81,21.5,29.39
2003-07-16 00:00:00,9.94,21.7,29.16
2003-07-17 00:00:00,10.45,21.04,29.4
2003-07-18 00:00:00,10.43,21.2,29.97
2003-07-21 00:00:00,10.31,20.53,29.55
2003-07-22 00:00:00,10.4,20.8,29.83
2003-07-23 00:00:00,10.4,20.85,29.79
2003-07-24 00:00:00,10.26,20.5,29.44
2003-07-25 00:00:00,10.77,21.2,29.87
2003-07-28 00:00:00,10.49,20.98,29.86
2003-07-29 00:00:00,10.36,20.87,29.59
2003-07-30 00:00:00,10.14,20.68,29.5
2003-07-31 00:00:00,10.54,20.82,29.71
2003-08-01 00:00:00,10.36,20.63,29.51
2003-08-04 00:00:00,10.6,20.64,29.74
2003-08-05 00:00:00,10.19,20.23,29.52
2003-08-06 00:00:00,9.81,20.22,29.86
2003-08-07 00:00:00,9.97,20.27,30.27
2003-08-08 00:00:00,9.82,20.17,30.5
2003-08-11 00:00:00,9.83,20.19,30.71
2003-08-12 00:00:00,9.85,20.29,30.87
2003-08-13 00:00:00,10.09,20.18,30.69
2003-08-14 00:00:00,9.98,20.21,31.06
2003-08-15 00:00:00,9.85,20.14,30.97
2003-08-18 00:00:00,10.17,20.26,31.05
2003-08-19 00:00:00,10.16,20.99,30.84
2003-08-20 00:00:00,10.51,20.85,30.95
2003-08-21 00:00:00,10.84,20.69,31.16
2003-08-22 00:00:00,10.44,20.67,30.72
2003-08-25 00:00:00,10.43,20.89,30.92
2003-08-26 00:00:00,10.52,20.95,30.97
2003-08-27 00:00:00,10.74,20.83,31.32
2003-08-28 00:00:00,11.1,20.9,31.58
2003-08-29 00:00:00,11.31,20.91,31.7
2003-09-02 00:00:00,11.43,21.49,31.93
2003-09-03 00:00:00,11.48,22.31,32.02
2003-09-04 00:00:00,11.41,22.41,32.09
2003-09-05 00:00:00,11.25,22.37,31.93
2003-09-08 00:00:00,11.37,22.74,32.35
2003-09-09 00:00:00,11.19,22.37,32.05
2003-09-10 00:00:00,11.09,21.72,31.95
2003-09-11 00:00:00,11.28,21.95,31.95
2003-09-12 00:00:00,11.55,22.34,31.73
2003-09-15 00:00:00,11.1,22.36,31.54
2003-09-16 00:00:00,11.18,22.78,31.71
2003-09-17 00:00:00,11.06,22.47,30.98
2003-09-18 00:00:00,11.44,23.26,31.18
2003-09-19 00:00:00,11.29,23.62,31.11
2003-09-22 00:00:00,11.04,22.92,30.88
2003-09-23 00:00:00,11.22,23.34,31.16
2003-09-24 00:00:00,10.66,22.44,31.03
2003-09-25 00:00:00,10.22,22.26,31.24
2003-09-26 00:00:00,10.35,22.22,30.93
2003-09-29 00:00:00,10.65,22.73,31.13
2003-09-30 00:00:00,10.36,21.92,30.78
2003-10-01 00:00:00,10.4,22.48,31.41
2003-10-02 00:00:00,10.28,22.47,31.58
2003-10-03 00:00:00,10.85,22.93,31.74
2003-10-06 00:00:00,11.15,23.01,32.03
2003-10-07 00:00:00,11.61,22.97,32.24
2003-10-08 00:00:00,11.53,22.72,31.99
2003-10-09 00:00:00,11.73,22.82,31.91
2003-10-10 00:00:00,11.84,22.79,32.21
2003-10-13 00:00:00,12.18,22.69,32.36
2003-10-14 00:00:00,12.27,22.61,32.58
2003-10-15 00:00:00,12.41,23.05,32.37
2003-10-16 00:00:00,11.62,23.17,32.72
2003-10-17 00:00:00,11.38,22.94,32.51
2003-10-20 00:00:00,11.61,23.27,32.48
2003-10-21 00:00:00,11.59,23.27,32.25
2003-10-22 00:00:00,11.38,22.9,31.41
2003-10-23 00:00:00,11.49,22.92,31.62
2003-10-24 00:00:00,11.3,21.1,31.83
2003-10-27 00:00:00,11.3,21.33,31.74
2003-10-28 00:00:00,11.86,21.56,31.95
2003-10-29 00:00:00,11.85,21.2,31.79
2003-10-30 00:00:00,11.55,20.71,30.53
2003-10-31 00:00:00,11.44,20.72,30.76
2003-11-03 00:00:00,11.57,21.15,30.84
2003-11-04 00:00:00,11.45,20.67,30.54
2003-11-05 00:00:00,11.52,20.69,30.3
2003-11-06 00:00:00,11.56,20.8,30.21
2003-11-07 00:00:00,11.25,20.69,30.11
2003-11-10 00:00:00,10.95,20.61,30.28
2003-11-11 00:00:00,10.77,20.45,30.53
2003-11-12 00:00:00,11.16,20.6,30.5
2003-11-13 00:00:00,11.21,20.37,30.71
2003-11-14 00:00:00,10.73,20.22,30.48
2003-11-17 00:00:00,10.56,19.94,30.15
2003-11-18 00:00:00,10.2,19.94,29.77
2003-11-19 00:00:00,10.21,20.1,30.01
2003-11-20 00:00:00,10.19,19.9,29.9
2003-11-21 00:00:00,10.14,19.91,29.93
2003-11-24 00:00:00,10.57,20.4,30.11
2003-11-25 00:00:00,10.34,20.14,30.33
2003-11-26 00:00:00,10.36,20.18,30.72
2003-11-28 00:00:00,10.45,20.38,30.65
2003-12-01 00:00:00,10.85,20.49,30.82
2003-12-02 00:00:00,10.77,20.34,30.91
2003-12-03 00:00:00,10.52,20.35,30.94
2003-12-04 00:00:00,10.57,20.77,31.35
2003-12-05 00:00:00,10.43,20.6,31.15
2003-12-08 00:00:00,10.52,20.8,31.67
2003-12-09 00:00:00,10.23,20.91,31.87
2003-12-10 00:00:00,10.19,21.08,32.0
2003-12-11 00:00:00,10.6,21.1,32.1
2003-12-12 00:00:00,10.44,21.13,32.23
2003-12-15 00:00:00,10.09,21.2,32.01
2003-12-16 00:00:00,10.06,21.45,32.58
2003-12-17 00:00:00,9.94,21.44,32.92
2003-12-18 00:00:00,10.02,21.72,33.37
2003-12-19 00:00:00,9.85,21.69,33.53
2003-12-22 00:00:00,9.93,21.55,33.42
2003-12-23 00:00:00,9.9,21.52,33.66
2003-12-24 00:00:00,10.2,21.44,33.73
2003-12-26 00:00:00,10.39,21.57,33.91
2003-12-29 00:00:00,10.57,21.77,34.36
2003-12-30 00:00:00,10.64,21.82,34.45
2003-12-31 00:00:00,10.69,21.7,34.72
2004-01-02 00:00:00,10.64,21.76,34.41
2004-01-05 00:00:00,11.09,22.31,35.21
2004-01-06 00:00:00,11.05,22.39,34.97
2004-01-07 00:00:00,11.3,22.36,34.72
2004-01-08 00:00:00,11.68,22.33,34.63
2004-01-09 00:00:00,11.5,21.93,34.12
2004-01-12 00:00:00,11.86,21.86,34.6
2004-01-13 00:00:00,12.06,21.75,34.45
2004-01-14 00:00:00,12.1,21.96,34.45
2004-01-15 00:00:00,11.43,21.83,34.11
2004-01-16 00:00:00,11.36,22.05,34.3
2004-01-20 00:00:00,11.36,22.28,34.62
2004-01-21 00:00:00,11.31,22.44,35.08
2004-01-22 00:00:00,11.09,22.21,34.96
2004-01-23 00:00:00,11.28,22.58,34.75
2004-01-26 00:00:00,11.51,22.83,35.18
2004-01-27 00:00:00,11.53,22.4,34.88
2004-01-28 00:00:00,11.26,21.97,34.56
2004-01-29 00:00:00,11.34,22.13,35.12
2004-01-30 00:00:00,11.28,21.92,34.54
2004-02-02 00:00:00,11.16,21.72,34.46
2004-02-03 00:00:00,11.13,21.64,34.22
2004-02-04 00:00:00,10.9,21.41,34.17
2004-02-05 00:00:00,11.21,21.37,34.19
2004-02-06 00:00:00,11.35,21.47,34.3
2004-02-09 00:00:00,11.34,21.33,34.7
2004-02-10 00:00:00,11.49,21.42,35.01
2004-02-11 00:00:00,11.9,21.52,35.72
2004-02-12 00:00:00,11.86,21.37,35.71
2004-02-13 00:00:00,11.5,21.08,35.71
2004-02-17 00:00:00,11.58,21.4,35.98
2004-02-18 00:00:00,11.63,21.22,35.62
2004-02-19 00:00:00,11.23,20.98,35.74
2004-02-20 00:00:00,11.2,21.06,35.81
2004-02-23 00:00:00,11.1,21.1,36.28
2004-02-24 00:00:00,11.18,21.31,36.05
2004-02-25 00:00:00,11.4,21.17,36.34
2004-02-26 00:00:00,11.52,21.01,36.05
2004-02-27 00:00:00,11.96,21.03,35.93
2004-03-01 00:00:00,12.01,21.17,36.23
2004-03-02 00:00:00,11.9,20.92,35.82
2004-03-03 00:00:00,11.96,20.91,35.7
2004-03-04 00:00:00,12.58,20.91,35.57
2004-03-05 00:00:00,13.37,20.89,36.2
2004-03-08 00:00:00,13.0,20.48,36.26
2004-03-09 00:00:00,13.55,20.39,36.45
2004-03-10 00:00:00,13.84,20.11,36.15
2004-03-11 00:00:00,13.57,19.89,35.23
2004-03-12 00:00:00,13.78,20.12,35.81
2004-03-15 00:00:00,13.23,19.95,35.6
2004-03-16 00:00:00,12.91,19.96,35.85
2004-03-17 00:00:00,13.1,19.92,35.99
2004-03-18 00:00:00,12.84,19.73,36.18
2004-03-19 00:00:00,12.93,19.53,35.36
2004-03-22 00:00:00,12.93,19.42,34.88
2004-03-23 00:00:00,12.65,19.15,34.73
2004-03-24 00:00:00,12.75,19.35,34.17
2004-03-25 00:00:00,13.44,19.97,34.3
2004-03-26 00:00:00,13.52,19.84,34.71
2004-03-29 00:00:00,13.95,20.07,35.01
2004-03-30 00:00:00,13.96,19.98,35.4
2004-03-31 00:00:00,13.52,19.76,35.44
2004-04-01 00:00:00,13.56,19.88,35.38
2004-04-02 00:00:00,13.75,20.49,35.71
2004-04-05 00:00:00,14.16,20.57,36.0
2004-04-06 00:00:00,13.91,20.45,35.95
2004-04-07 00:00:00,13.65,20.29,35.7
2004-04-08 00:00:00,13.77,20.2,36.17
2004-04-12 00:00:00,14.02,20.3,36.73
2004-04-13 00:00:00,13.47,20.18,36.49
2004-04-14 00:00:00,13.32,20.22,36.89
2004-04-15 00:00:00,14.65,19.99,37.22
2004-04-16 00:00:00,14.59,19.95,37.37
2004-04-19 00:00:00,14.18,20.24,37.26
2004-04-20 00:00:00,13.86,20.08,36.89
2004-04-21 00:00:00,13.86,20.18,36.6
2004-04-22 00:00:00,13.89,20.57,36.89
2004-04-23 00:00:00,13.85,21.83,36.61
2004-04-26 00:00:00,13.56,21.6,36.65
2004-04-27 00:00:00,13.47,21.58,37.28
2004-04-28 00:00:00,13.23,21.06,36.74
2004-04-29 00:00:00,13.39,20.99,36.25
2004-04-30 00:00:00,12.89,20.72,36.26
2004-05-03 00:00:00,13.03,20.89,37.22
2004-05-04 00:00:00,13.07,20.87,37.08
2004-05-05 00:00:00,13.32,20.85,37.48
2004-05-06 00:00:00,13.29,20.71,37.35
2004-05-07 00:00:00,13.34,20.44,36.85
2004-05-10 00:00:00,13.14,20.56,35.83
2004-05-11 00:00:00,13.57,20.57,36.53
2004-05-12 00:00:00,13.65,20.57,36.88
2004-05-13 00:00:00,13.6,20.69,36.64
2004-05-14 00:00:00,13.53,20.5,37.11
2004-05-17 00:00:00,13.32,20.25,36.92
2004-05-18 00:00:00,13.53,20.48,36.61
2004-05-19 00:00:00,13.23,20.31,36.53
2004-05-20 00:00:00,13.35,20.4,36.64
2004-05-21 00:00:00,13.56,20.53,36.53
2004-05-24 00:00:00,13.67,20.42,36.7
2004-05-25 00:00:00,14.2,20.69,37.58
2004-05-26 00:00:00,14.26,20.72,37.35
2004-05-27 00:00:00,14.09,20.76,37.19
2004-05-28 00:00:00,14.03,20.8,37.09
2004-06-01 00:00:00,14.03,20.7,37.48
2004-06-02 00:00:00,14.46,20.72,37.54
2004-06-03 00:00:00,14.2,20.53,37.35
2004-06-04 00:00:00,14.39,20.57,37.19
2004-06-07 00:00:00,14.9,20.95,37.73
2004-06-08 00:00:00,15.18,21.09,37.64
2004-06-09 00:00:00,15.1,20.99,37.26
2004-06-10 00:00:00,15.37,21.22,37.72
2004-06-14 00:00:00,15.06,21.33,37.6
2004-06-15 00:00:00,15.35,21.73,37.8
2004-06-16 00:00:00,16.37,21.66,38.36
2004-06-17 00:00:00,16.41,22.02,38.39
2004-06-18 00:00:00,16.45,22.48,38.57
2004-06-21 00:00:00,16.17,22.48,38.36
2004-06-22 00:00:00,16.5,22.43,38.5
2004-06-23 00:00:00,16.85,22.44,38.99
2004-06-24 00:00:00,16.59,22.51,38.82
2004-06-25 00:00:00,16.85,22.65,37.95
2004-06-28 00:00:00,16.25,22.42,38.06
2004-06-29 00:00:00,16.25,22.59,38.22
2004-06-30 00:00:00,16.27,22.64,38.08
2004-07-01 00:00:00,16.15,22.7,38.24
2004-07-02 00:00:00,15.54,22.65,38.35
2004-07-06 00:00:00,15.48,22.21,38.68
2004-07-07 00:00:00,15.19,22.28,38.91
2004-07-08 00:00:00,15.07,21.91,38.86
2004-07-09 00:00:00,15.02,22.09,38.98
2004-07-12 00:00:00,14.57,22.11,38.97
2004-07-13 00:00:00,14.61,21.88,38.77
2004-07-14 00:00:00,14.79,22.3,38.99
2004-07-15 00:00:00,16.47,22.1,38.86
2004-07-16 00:00:00,16.1,21.79,39.3
2004-07-19 00:00:00,15.98,22.16,39.36
2004-07-20 00:00:00,16.1,22.45,39.36
2004-07-21 00:00:00,15.81,22.88,38.74
2004-07-22 00:00:00,15.84,22.99,38.93
2004-07-23 00:00:00,15.35,22.22,38.86
2004-07-26 00:00:00,15.63,22.72,38.87
2004-07-27 00:00:00,16.22,22.55,38.94
2004-07-28 00:00:00,16.14,22.66,39.29
2004-07-29 00:00:00,16.32,22.58,39.47
2004-07-30 00:00:00,16.17,22.59,39.71
2004-08-02 00:00:00,15.79,22.61,39.66
2004-08-03 00:00:00,15.65,22.25,40.21
2004-08-04 00:00:00,15.9,22.25,39.65
2004-08-05 00:00:00,15.69,21.83,39.3
2004-08-06 00:00:00,14.89,21.52,38.69
2004-08-09 00:00:00,15.15,21.55,39.07
